GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "19000","Iowa",4,SAINC7N,1101,"531","    Real estate","Thousands of dollars",182028,204224,220668,233121,252136,263161,273957,287967,287758,285156,296550,339909,340796,346139,357376,375167,399779,426757,447563,466944,491386,525647
 "19000","Iowa",4,SAINC7N,1102,"532","    Rental and leasing services","Thousands of dollars",107876,133280,141805,140596,143421,144015,148561,154809,160721,162534,170718,171493,167492,171800,183969,182737,199317,215325,195721,204570,208382,202560
 "19000","Iowa",4,SAINC7N,1103,"533","    Lessors of nonfinancial intangible assets (except copyrighted works)","Thousands of dollars",(T),(T),(T),9295,10652,13830,9164,7949,8740,9062,8261,7150,6942,7226,6997,7735,7931,8543,9011,8880,9206,9920
 "19000","Iowa",4,SAINC7N,1200,"54","   Professional, scientific, and technical services","Thousands of dollars",1232100,1327237,1414012,1464405,1479911,1515836,1595723,1710552,1855508,2064130,2157886,2151227,2221464,2351163,2602200,2765314,2943401,3140171,3357865,3535806,3689016,3772227
 "19000","Iowa",4,SAINC7N,1300,"55","   Management of companies and enterprises","Thousands of dollars",307365,335363,315216,345068,382048,517133,575102,713168,794632,925668,921091,917451,925477,1064083,1237191,1255135,1419416,1573558,1570169,1593295,1650527,1813037
 "19000","Iowa",4,SAINC7N,1400,"56","   Administrative and support and waste management and remediation services","Thousands of dollars",1024790,1062787,1141795,1208104,1214535,1248553,1336020,1395488,1510110,1642074,1690557,1600321,1742330,1782903,1901711,1927650,2007797,2087382,2113857,2192380,2308165,2364220
 "19000","Iowa",4,SAINC7N,1401,"561","    Administrative and support services","Thousands of dollars",969935,1001979,1076906,1144672,1147305,1172085,1253332,1311607,1421048,1545938,1584209,1495249,1632684,1666198,1779694,1803420,1879432,1943040,1967088,2035669,2140638,2187658
 "19000","Iowa",4,SAINC7N,1402,"562","    Waste management and remediation services","Thousands of dollars",54855,60808,64889,63432,67230,76468,82688,83881,89062,96136,106348,105072,109646,116705,122017,124230,128365,144342,146769,156711,167527,176562
 "19000","Iowa",4,SAINC7N,1500,"61","   Educational services","Thousands of dollars",462487,490040,528659,603618,642351,661700,698376,720285,761540,802323,863530,891219,921130,943839,966799,982821,999075,990773,1098266,1096257,1108606,1114354
 "19000","Iowa",4,SAINC7N,1600,"62","   Health care and social assistance","Thousands of dollars",3788392,3816649,4048639,4311050,4542758,4730636,5012162,5242537,5486326,5768041,6138198,6346428,6510766,6723270,6971255,7136983,7393117,7841714,8078470,8267214,8485055,8754207
 "19000","Iowa",4,SAINC7N,1601,"621","    Ambulatory health care services","Thousands of dollars",1753633,1630788,1728814,1837603,1929359,2005059,2141216,2265564,2359557,2478425,2647790,2747564,2838741,2906043,3039193,3126579,3301517,3512827,3609963,3695248,3809141,3957885
 "19000","Iowa",4,SAINC7N,1602,"622","    Hospitals","Thousands of dollars",1012394,1086158,1153042,1242043,1332256,1400045,1476267,1545683,1611852,1690897,1776294,1799019,1813659,1919622,1967778,1976300,1963934,2086762,2150141,2206708,2232062,2263756
 "19000","Iowa",4,SAINC7N,1603,"623","    Nursing and residential care facilities","Thousands of dollars",749517,805745,850575,892469,934622,962588,1008069,1030587,1076045,1122571,1184656,1227371,1261892,1294619,1338369,1371735,1433762,1495917,1533942,1554059,1611991,1671605
 "19000","Iowa",4,SAINC7N,1604,"624","    Social assistance","Thousands of dollars",272848,293958,316208,338935,346521,362944,386610,400703,438872,476148,529458,572474,596474,602986,625915,662369,693904,746208,784424,811199,831861,860961
 "19000","Iowa",4,SAINC7N,1700,"71","   Arts, entertainment, and recreation","Thousands of dollars",294073,307409,335159,358464,366569,350393,357628,362701,393309,416383,431951,418456,411001,420852,399595,353639,377756,386662,410854,412052,431634,457122
 "19000","Iowa",4,SAINC7N,1701,"711","    Performing arts, spectator sports, and related industries","Thousands of dollars",48113,49481,51170,53164,53866,50715,51551,40386,44606,50735,54303,55349,50170,55837,62662,64620,76900,83298,81764,82303,92358,94972
 "19000","Iowa",4,SAINC7N,1702,"712","    Museums, historical sites, and similar institutions","Thousands of dollars",8377,9226,10405,11418,12575,13562,14377,15837,17098,17785,19976,19879,19864,20643,22232,23901,24872,25247,26744,27985,29002,29751
 "19000","Iowa",4,SAINC7N,1703,"713","    Amusement, gambling, and recreation industries","Thousands of dollars",237583,248702,273584,293882,300128,286116,291700,306478,331605,347863,357672,343228,340967,344372,314701,265118,275984,278117,302346,301764,310274,332399
 "19000","Iowa",4,SAINC7N,1800,"72","   Accommodation and food services","Thousands of dollars",1025806,1078010,1112686,1139975,1168358,1212413,1273055,1332745,1405317,1497490,1571808,1528418,1524557,1603798,1741232,1853567,1947745,2069404,2185250,2268334,2347295,2397238
 "19000","Iowa",4,SAINC7N,1801,"721","    Accommodation","Thousands of dollars",231093,252033,261266,268948,267825,275520,288556,308555,321930,352398,378496,352552,337381,360179,412073,474411,494870,521978,546097,562061,581469,586059
 "19000","Iowa",4,SAINC7N,1802,"722","    Food services and drinking places","Thousands of dollars",794713,825977,851420,871027,900533,936893,984499,1024190,1083387,1145092,1193312,1175866,1187176,1243619,1329159,1379156,1452875,1547426,1639153,1706273,1765826,1811179
 "19000","Iowa",4,SAINC7N,1900,"81","   Other services (except government and government enterprises)","Thousands of dollars",1109798,1171697,1242470,1265180,1345572,1398356,1457969,1473962,1541661,1634292,1700096,1717251,1735651,1777184,1864712,1925638,2040087,2160908,2238421,2252393,2345147,2488079
 "19000","Iowa",4,SAINC7N,1901,"811","    Repair and maintenance","Thousands of dollars",323380,345657,372748,369278,370732,373810,395551,401050,422332,461907,477425,501034,509008,540349,569656,594757,614615,674577,721684,670210,690708,728812
 "19000","Iowa",4,SAINC7N,1902,"812","    Personal and laundry services","Thousands of dollars",229439,240769,250006,253978,259343,267061,274294,277141,281675,287294,309609,304269,300814,308631,325012,339175,364941,383171,399159,424553,439423,482981
 "19000","Iowa",4,SAINC7N,1903,"813","    Religious, grantmaking, civic, professional, and similar organizations","Thousands of dollars",479319,518661,553586,581001,657853,695516,724425,733699,773673,817433,845004,853321,874478,873234,906780,924188,983340,1024216,1043605,1088787,1134309,1192076
 "19000","Iowa",4,SAINC7N,1904,"814","    Private households","Thousands of dollars",77660,66610,66130,60923,57644,61969,63699,62072,63981,67658,68058,58627,51351,54970,63264,67518,77191,78944,73973,68843,80707,84210
 "19000","Iowa",4,SAINC7N,2000,"...","  Government and government enterprises","Thousands of dollars",6448478,6729919,7117979,7414303,7656879,7957979,8246775,8555901,8901230,9382125,9959204,10372460,10352879,10469531,10634798,10865880,11160393,11490154,11783787,12109273,12379307,12660230
 "19000","Iowa",4,SAINC7N,2001,"...","   Federal civilian","Thousands of dollars",756434,774827,827537,802454,844117,879783,891574,900453,944050,991614,1025111,1041775,1088481,1079715,1063465,1045190,1060800,1097331,1095752,1129184,1174677,1184857
 "19000","Iowa",4,SAINC7N,2002,"...","   Military","Thousands of dollars",134099,140531,151297,156878,204290,277778,303130,340464,308554,302262,332111,366963,355435,329070,303632,293618,276870,263957,270434,263283,285269,297426
 "19000","Iowa",4,SAINC7N,2010,"...","   State and local","Thousands of dollars",5557945,5814561,6139145,6454971,6608472,6800418,7052071,7314984,7648626,8088249,8601982,8963722,8908963,9060746,9267701,9527072,9822723,10128866,10417601,10716806,10919361,11177947
 "19000","Iowa",4,SAINC7N,2011,"...","    State government","Thousands of dollars",1882152,1968100,2104818,2207763,2200046,2285456,2377601,2473341,2579821,2739419,2928508,3038505,2925191,3008634,3100685,3185054,3258901,3321571,3425005,3513885,3534748,3595030
 "19000","Iowa",4,SAINC7N,2012,"...","    Local government","Thousands of dollars",3675793,3846461,4034327,4247208,4408426,4514962,4674470,4841643,5068805,5348830,5673474,5925217,5983772,6052112,6167016,6342018,6563822,6807295,6992596,7202921,7384613,7582917
 "20000","Kansas",4,SAINC7N,50,"...","Wages and salaries by place of work (thousands of dollars)","Thousands of dollars",37317819,39438463,41766878,43269734,43875159,44488560,46702068,48537956,52083584,55442368,57623385,55605578,56089711,58104706,60616457,61872023,64457652,66729598,67213511,68738127,71536964,74270344
 "20000","Kansas",4,SAINC7N,81,"111-112"," Farm wages and salaries","Thousands of dollars",309675,285481,312808,345394,311277,329580,371694,316067,332556,452338,426217,359311,343503,419385,468875,380745,484931,441294,507030,464791,461553,518906
 "20000","Kansas",4,SAINC7N,82,"..."," Nonfarm wages and salaries","Thousands of dollars",37008144,39152982,41454070,42924340,43563882,44158980,46330374,48221889,51751028,54990030,57197168,55246267,55746208,57685321,60147582,61491278,63972721,66288304,66706481,68273336,71075411,73751438
 "20000","Kansas",4,SAINC7N,90,"113-814","  Private nonfarm wages and salaries","Thousands of dollars",30276656,32093196,33999221,35183391,35426040,35734666,37452060,39085986,41970650,44581643,46223197,43879271,44157168,45990811,48412486,49706347,52031721,54143659,54396492,55819270,58178932,60411791
 "20000","Kansas",4,SAINC7N,100,"113-115","   Forestry, fishing, and related activities","Thousands of dollars",54259,56771,59727,61625,63363,65773,68764,73464,74902,76995,83369,88745,97822,100902,110832,119094,126209,136810,147032,145647,155557,169624
 "20000","Kansas",4,SAINC7N,101,"113","    Forestry and logging","Thousands of dollars",(T),(T),(T),(D),(D),(D),221,(D),(D),(D),(D),(D),(D),(D),(D),154,192,85,(D),(D),122,154
 "20000","Kansas",4,SAINC7N,102,"114","    Fishing, hunting and trapping","Thousands of dollars",(T),(T),(T),(D),(D),(D),387,(D),(D),(D),(D),(D),(D),(D),(D),697,837,855,(D),(D),649,674
 "20000","Kansas",4,SAINC7N,103,"115","    Support activities for agriculture and forestry","Thousands of dollars",51101,52642,54752,61167,62763,65271,68156,72867,74271,76163,82574,88002,97089,100163,110093,118243,125180,135870,146189,144998,154786,168796
 "20000","Kansas",4,SAINC7N,200,"21","   Mining, quarrying, and oil and gas extraction","Thousands of dollars",233639,218541,242537,275177,241284,260798,300125,340275,424131,463022,524424,409871,434514,495757,570011,585887,622321,477918,381764,375456,399527,403259
 "20000","Kansas",4,SAINC7N,201,"211","    Oil and gas extraction","Thousands of dollars",104701,87780,103338,100097,93471,99676,98180,105282,125146,137821,163588,139311,142497,166376,180886,177014,180599,170913,157228,132211,139944,137192
 "20000","Kansas",4,SAINC7N,202,"212","    Mining (except oil and gas)","Thousands of dollars",45266,45479,47021,58353,43969,47011,50079,53683,57602,55404,58886,57497,61526,60746,60131,64582,71838,83813,82753,84015,86437,94717
 "20000","Kansas",4,SAINC7N,203,"213","    Support activities for mining","Thousands of dollars",83672,85282,92178,116727,103844,114111,151866,181310,241383,269797,301950,213063,230491,268635,328994,344291,369884,223192,141783,159230,173146,171350
 "20000","Kansas",4,SAINC7N,300,"22","   Utilities","Thousands of dollars",385012,410572,412390,462626,468910,430436,461111,484565,500394,536690,571283,604691,618438,708893,678292,683478,694405,614263,625300,630538,651792,641009
 "20000","Kansas",4,SAINC7N,400,"23","   Construction","Thousands of dollars",1886568,2082562,2217223,2276347,2257333,2266514,2314688,2452313,2655214,2826620,2959339,2638613,2555967,2498279,2722912,2844130,3095634,3241302,3301685,3325854,3492693,3784737
 "20000","Kansas",4,SAINC7N,401,"236","    Construction of buildings","Thousands of dollars",439712,494788,525074,512518,493665,488512,493713,503806,544379,595000,604456,507352,473834,465128,516689,548148,604806,673370,693271,690972,716569,788058
 "20000","Kansas",4,SAINC7N,402,"237","    Heavy and civil engineering construction","Thousands of dollars",363692,399418,424268,451047,429052,434514,455593,495804,518924,547584,574225,550827,570109,510496,577717,616474,677101,628780,588191,573511,635137,722654
 "20000","Kansas",4,SAINC7N,403,"238","    Specialty trade contractors","Thousands of dollars",1083164,1188356,1267881,1312782,1334616,1343488,1365382,1452703,1591911,1684036,1780658,1580434,1512024,1522655,1628506,1679508,1813727,1939152,2020223,2061371,2140987,2274025
 "20000","Kansas",4,SAINC7N,500,"31-33","   Manufacturing","Thousands of dollars",7272825,7512045,7687537,7812547,7633780,7379993,7810209,8110755,8815673,9228371,9315443,8387705,8356056,8630272,8774751,8908124,8998065,9202821,9263848,9565004,10098374,10302835
 "20000","Kansas",4,SAINC7N,510,"321,327-339","    Durable goods manufacturing","Thousands of dollars",4981946,5108368,5217840,5300797,5029179,4776576,5086411,5372054,6020403,6325259,6429371,5599359,5503150,5707971,5855031,5906798,5877670,5979245,5852278,5890484,6243918,6432912
 "20000","Kansas",4,SAINC7N,511,"321","     Wood product manufacturing","Thousands of dollars",70138,64738,60776,66225,66449,64539,64485,66389,74517,73312,68809,56190,52912,(D),(D),(D),(D),(D),(D),(D),74476,(D)
 "20000","Kansas",4,SAINC7N,512,"327","     Nonmetallic mineral product manufacturing","Thousands of dollars",204032,219338,232577,236826,241529,247751,253533,273467,282388,270772,269043,247193,240282,228882,225298,223237,233668,254428,271118,276075,285605,283153
 "20000","Kansas",4,SAINC7N,513,"331","     Primary metal manufacturing","Thousands of dollars",104866,104112,96389,97438,101198,97530,108640,117065,133591,135713,146265,97357,104897,121747,124659,113122,124892,102519,85636,88482,100185,102814
 "20000","Kansas",4,SAINC7N,514,"332","     Fabricated metal product manufacturing","Thousands of dollars",400512,399407,415109,418474,408755,419242,446760,492919,527394,574791,630308,532375,530355,576862,630666,692310,742538,748085,743945,746106,817250,873996
 "20000","Kansas",4,SAINC7N,515,"333","     Machinery manufacturing","Thousands of dollars",757121,726245,741941,710603,641975,617505,670873,703065,737630,822552,873812,744965,762670,860801,940855,970249,1049044,1051992,1034386,1083268,1130188,1141410
 "20000","Kansas",4,SAINC7N,516,"334","     Computer and electronic product manufacturing","Thousands of dollars",280009,302427,316755,313392,300859,319855,352479,380393,423170,482712,491281,464806,490626,493145,493948,496428,336928,345661,250115,242748,247262,264605
 "20000","Kansas",4,SAINC7N,517,"335","     Electrical equipment, appliance, and component manufacturing","Thousands of dollars",139989,141526,149378,173720,165243,167690,189760,191292,185299,185033,186616,166286,164864,172658,163069,164013,162678,158727,171336,195424,202572,195905
 "20000","Kansas",4,SAINC7N,518,"3361-3363","     Motor vehicles, bodies and trailers, and parts manufacturing","Thousands of dollars",321861,383990,444036,(D),(D),(D),(D),(D),(D),(D),(D),372104,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "20000","Kansas",4,SAINC7N,519,"3364-3369","     Other transportation equipment manufacturing","Thousands of dollars",2371426,2436271,2415456,(D),(D),(D),(D),(D),(D),(D),(D),2588427,(D),2435210,2446404,2440190,2387756,2431958,2379210,2441938,(D),2724513
 "20000","Kansas",4,SAINC7N,521,"337","     Furniture and related product manufacturing","Thousands of dollars",116770,130693,135468,132717,135344,143338,150885,160029,172198,177559,171015,136132,124072,117353,114110,119796,125619,132958,138142,141508,139452,139162
 "20000","Kansas",4,SAINC7N,522,"339","     Miscellaneous manufacturing","Thousands of dollars",215222,199621,209955,208355,211562,223173,215556,210293,210501,211789,210011,193524,178738,187365,190928,182828,187584,199352,202978,214494,214824,213686
 "20000","Kansas",4,SAINC7N,530,"311-316,322-326","    Nondurable goods manufacturing","Thousands of dollars",2290879,2403677,2469697,2511750,2604601,2603417,2723798,2738701,2795270,2903112,2886072,2788346,2852906,2922301,2919720,3001326,3120395,3223576,3411570,3674520,3854456,3869923
 "20000","Kansas",4,SAINC7N,531,"311","     Food manufacturing","Thousands of dollars",920522,998062,1055454,1072430,1070767,1087635,1121282,1105039,1167032,1248361,1256619,1215077,1246294,1309866,1283651,1344553,1405794,1437028,1533425,1723040,1816752,1828237
 "20000","Kansas",4,SAINC7N,532,"312","     Beverage and tobacco product manufacturing","Thousands of dollars",24703,25920,19947,17420,17589,17912,17221,16820,16610,17250,18413,17798,16575,28043,35513,32855,35022,37401,41623,45639,47166,53880
 "20000","Kansas",4,SAINC7N,533,"313","     Textile mills","Thousands of dollars",(T),(T),(T),(D),2242,(D),2368,4092,5126,7034,6957,6045,4441,3765,3056,3161,3313,3235,3292,3178,(D),(D)
 "20000","Kansas",4,SAINC7N,534,"314","     Textile product mills","Thousands of dollars",28277,31267,31837,33532,33938,38157,38755,36205,39952,40901,44132,43668,44915,47176,51774,50935,49804,48643,47468,47574,49264,44568
 "20000","Kansas",4,SAINC7N,535,"315","     Apparel manufacturing","Thousands of dollars",52948,49339,46556,45424,45662,50830,49611,49630,50252,54269,52244,45561,48368,45005,48400,28901,29485,31046,31228,30601,33474,30665
 "20000","Kansas",4,SAINC7N,536,"316","     Leather and allied product manufacturing","Thousands of dollars",9135,10313,11211,(D),9915,(D),8702,6900,5001,3805,3163,2868,2494,2458,3466,3393,3407,3669,3956,1820,(D),(D)
 "20000","Kansas",4,SAINC7N,537,"322","     Paper manufacturing","Thousands of dollars",97500,111561,122631,149762,146807,142335,138385,124599,126820,123140,119615,119089,118844,118596,118348,126334,119950,124072,132325,129508,126153,121548
 "20000","Kansas",4,SAINC7N,538,"323","     Printing and related support activities","Thousands of dollars",357240,347253,344986,340947,426330,409702,425816,421520,432201,428723,407199,387208,383267,364425,354415,357963,345274,351606,350083,349602,352393,366492
 "20000","Kansas",4,SAINC7N,539,"324","     Petroleum and coal products manufacturing","Thousands of dollars",104090,86522,103995,113184,105055,103935,108629,118539,129182,141081,144233,155663,154169,187142,182099,191956,206290,219421,212727,217384,238568,256332
 "20000","Kansas",4,SAINC7N,541,"325","     Chemical manufacturing","Thousands of dollars",339381,372580,362041,382042,378579,377206,415726,449607,423744,412486,421002,431099,442589,403027,412394,418822,461889,493419,573378,613036,639474,607616
 "20000","Kansas",4,SAINC7N,542,"326","     Plastics and rubber products manufacturing","Thousands of dollars",354234,367333,367324,344524,367717,364934,397303,405750,399350,426062,412495,364270,390950,412798,426604,442453,460167,474036,482065,513138,546945,556101
 "20000","Kansas",4,SAINC7N,600,"42","   Wholesale trade","Thousands of dollars",2405934,2477163,2589425,2603562,2691837,2670758,2821920,2959727,3133523,3335461,3581382,3480858,3535046,3579796,3750599,3792667,4027958,4015620,4013982,4146605,4314450,4382288
 "20000","Kansas",4,SAINC7N,700,"44-45","   Retail trade","Thousands of dollars",2837288,3006814,3122867,3205383,3210622,3235076,3276030,3292439,3394963,3501359,3540120,3422019,3424695,3545620,3670827,3725274,3842650,4040631,4144495,4132779,4185569,4192395
 "20000","Kansas",4,SAINC7N,701,"441","    Motor vehicle and parts dealers","Thousands of dollars",573813,615392,623498,650811,648350,646407,652627,659028,689234,716514,710369,650252,677400,722055,777940,757912,791450,840276,849302,851179,868768,907711
 "20000","Kansas",4,SAINC7N,702,"442","    Furniture and home furnishings stores","Thousands of dollars",121754,133128,148330,148783,148261,161203,171451,165007,175396,182484,178319,159306,152634,151319,158179,162902,176836,186909,194986,196864,191258,187331
 "20000","Kansas",4,SAINC7N,703,"443","    Electronics and appliance stores","Thousands of dollars",172308,208556,222058,229767,211074,206361,222879,206993,184325,199510,199987,178456,170057,179289,179217,186051,188271,217662,206815,197353,187366,180291
 "20000","Kansas",4,SAINC7N,704,"444","    Building material and garden equipment and supplies dealers","Thousands of dollars",269324,284750,297113,305426,320690,316112,320288,336253,359115,349792,340179,329852,327416,330386,329237,338560,368862,365835,423498,430452,452449,413694
 "20000","Kansas",4,SAINC7N,705,"445","    Food and beverage stores","Thousands of dollars",403688,404935,422286,422610,410399,412529,400484,442057,452052,465232,484417,496152,492257,518196,541594,544813,555440,585494,592931,600236,593356,594884
 "20000","Kansas",4,SAINC7N,706,"446","    Health and personal care stores","Thousands of dollars",140909,149397,157506,168350,179798,189497,205152,212241,226877,243553,252705,256841,263650,274892,279696,298109,297775,316508,304944,290874,303249,314122
 "20000","Kansas",4,SAINC7N,707,"447","    Gasoline stations","Thousands of dollars",174534,192214,179460,183747,183221,182528,178445,177229,177176,182327,175159,175678,176236,177537,182107,192356,204746,224778,235924,241141,246725,256358
 "20000","Kansas",4,SAINC7N,708,"448","    Clothing and clothing accessories stores","Thousands of dollars",157892,158247,165123,174027,172043,159507,156184,153673,160097,177314,179172,165498,168614,169172,180739,179167,177381,182408,179586,179253,180525,175383
 "20000","Kansas",4,SAINC7N,709,"451","    Sporting goods, hobby, musical instrument, and book stores","Thousands of dollars",86943,93271,93465,96443,106533,106354,104110,105161,122029,113380,114718,111861,114514,107187,110747,123164,127486,137060,134361,133458,127165,121437
 "20000","Kansas",4,SAINC7N,711,"452","    General merchandise stores","Thousands of dollars",516789,534695,581698,588623,598901,630360,626345,598043,601712,627486,655568,653952,651479,673043,677078,672078,683290,694700,727257,735348,746821,741826
 "20000","Kansas",4,SAINC7N,712,"453","    Miscellaneous store retailers","Thousands of dollars",159511,172316,178755,173609,172369,165879,168598,162697,162449,160638,154512,149564,144047,144980,154596,159916,157545,167154,173159,164816,170922,177436
 "20000","Kansas",4,SAINC7N,713,"454","    Nonstore retailers","Thousands of dollars",59823,59913,53575,63187,58983,58339,69467,74057,84501,83129,95015,94607,86391,97564,99697,110246,113568,121847,121732,111805,116965,121922
 "20000","Kansas",4,SAINC7N,800,"48-49","   Transportation and warehousing","Thousands of dollars",1550439,1584454,1676875,1662374,1651571,1729293,1791683,1861456,1943571,2054252,2118553,1964792,1967251,2165505,2336009,2350253,2489966,2574919,2610663,2785754,3031878,3279741
 "20000","Kansas",4,SAINC7N,801,"481","    Air transportation","Thousands of dollars",26623,28053,32451,37170,29323,28619,33476,29211,27167,24668,23923,19025,19214,19359,20513,8695,9101,10713,14562,16100,18241,19836
 "20000","Kansas",4,SAINC7N,802,"482","    Rail transportation","Thousands of dollars",416441,411635,395407,(D),(D),(D),(D),(D),(D),(D),(D),428930,(D),483117,527983,482290,523436,535059,477190,478199,522143,532647
 "20000","Kansas",4,SAINC7N,803,"483","    Water transportation","Thousands of dollars",(T),(T),(T),(D),(D),(D),0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0
 "20000","Kansas",4,SAINC7N,804,"484","    Truck transportation","Thousands of dollars",564220,593261,630349,611620,612300,608106,(D),642663,681189,732736,750157,670598,666157,712970,751484,764887,816724,861070,872800,898273,953003,968797
 "20000","Kansas",4,SAINC7N,805,"485","    Transit and ground passenger transportation","Thousands of dollars",51149,52773,54521,59530,63371,63605,65999,67799,69579,75312,78826,73424,75937,78340,82904,84832,95425,101336,103233,112955,119103,121483
 "20000","Kansas",4,SAINC7N,806,"486","    Pipeline transportation","Thousands of dollars",79271,69799,77461,78475,70214,78991,67675,64893,62519,63392,64007,65672,65133,65469,71574,80459,84488,88433,87064,96038,95141,103811
 "20000","Kansas",4,SAINC7N,807,"487","    Scenic and sightseeing transportation","Thousands of dollars",(T),(T),(T),0,(D),(D),0,127,(D),(D),(D),(D),101,(D),156,(D),(D),153,161,353,196,175
 "20000","Kansas",4,SAINC7N,808,"488","    Support activities for transportation","Thousands of dollars",91228,93238,113089,124592,125621,143335,142503,149089,143798,141292,150610,144789,152033,236211,268602,292287,284761,287199,279238,282054,341615,428985
 "20000","Kansas",4,SAINC7N,809,"492","    Couriers and messengers","Thousands of dollars",174535,190662,203962,203510,203982,230318,243317,(D),258026,261344,268050,259876,(D),258068,(D),279674,296245,305244,312158,331566,365895,399887
 "20000","Kansas",4,SAINC7N,811,"493","    Warehousing and storage","Thousands of dollars",146949,145022,169575,184659,199042,216292,219604,240924,271699,301105,297939,302243,303462,311730,345280,356980,379617,385712,464257,570216,616541,704120
 "20000","Kansas",4,SAINC7N,900,"51","   Information","Thousands of dollars",1460887,2014199,2495326,2380276,2321461,2347601,2398150,2299613,2424834,2645079,2538281,2166991,1882005,1807582,1869634,1921964,2037393,1315456,1310702,1220049,1226032,1258331
 "20000","Kansas",4,SAINC7N,901,"511","    Publishing industries (except Internet)","Thousands of dollars",379344,408118,437030,433079,314857,315383,322204,319667,335963,343002,351623,318934,338279,308215,341439,330731,340828,325700,326285,300078,287157,290985
 "20000","Kansas",4,SAINC7N,902,"512","    Motion picture and sound recording industries","Thousands of dollars",28149,25946,25135,23978,26092,26121,23326,23640,22983,24210,24717,25497,26509,25585,26512,27556,29196,30590,32941,35841,35648,34491
 "20000","Kansas",4,SAINC7N,903,"515","    Broadcasting (except Internet)","Thousands of dollars",106815,109713,110524,118162,117257,116164,115911,122805,123024,122845,123306,117190,116812,94189,94712,94783,98418,100964,96270,94457,93288,94402
 "20000","Kansas",4,SAINC7N,904,"516","    Internet publishing and broadcasting 2/","Thousands of dollars",(T),(T),(T),2938,2619,2840,2486,2780,3238,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "20000","Kansas",4,SAINC7N,905,"517","    Telecommunications","Thousands of dollars",840766,1361341,1798145,1666432,1739336,1758747,1797264,1683533,1775417,1987487,1876532,1555906,1292162,1262081,1269765,1325758,1401861,660049,637320,569973,547858,576838
 "20000","Kansas",4,SAINC7N,906,"518","    Data processing, hosting, and related services","Thousands of dollars",90830,92841,106668,121131,106991,110248,117478,128443,146072,142274,137204,129094,89902,97095,114710,112235,120467,140857,146472,119726,157653,174419
 "20000","Kansas",4,SAINC7N,907,"519","    Other information services 2/","Thousands of dollars",12138,13528,14921,14556,14309,18098,19481,18745,18137,25261,24899,20370,18341,20417,22496,30901,46623,57296,71414,99974,104428,87196
 "20000","Kansas",4,SAINC7N,1000,"52","   Finance and insurance","Thousands of dollars",1924667,2025772,2163403,2332951,2473657,2663540,2736963,2838003,3048472,3253185,3342853,3241083,3358673,3685903,4037128,4095883,4351244,4598384,4690699,4839047,4864773,5063295
 "20000","Kansas",4,SAINC7N,1001,"521","    Monetary Authorities-central bank","Thousands of dollars",0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,(D),(D),(D),(D),(D),(D),(D)
 "20000","Kansas",4,SAINC7N,1002,"522","    Credit intermediation and related activities","Thousands of dollars",792459,833196,864592,955527,1051526,1176334,1199743,1232913,1284212,1300342,1312660,1304910,1285594,1324083,1436384,1436397,1447394,1571908,1736074,1828557,1799396,1874654
 "20000","Kansas",4,SAINC7N,1003,"523","    Securities, commodity contracts, and other financial investments and related activities","Thousands of dollars",214390,247717,317799,330847,312968,351475,364459,416968,470865,559918,588806,488547,544340,643715,681788,697863,798277,821795,733595,724448,751895,785972
 "20000","Kansas",4,SAINC7N,1004,"524","    Insurance carriers and related activities","Thousands of dollars",908589,935743,968687,1033207,1104302,1130475,1167356,1183340,1288394,1387965,1437777,1445216,1526558,1714899,1916833,1960140,2104225,2203632,2144843,2283847,2309712,2398649
 "20000","Kansas",4,SAINC7N,1005,"525","    Funds, trusts, and other financial vehicles","Thousands of dollars",9229,9116,12325,(D),(D),(D),(D),(D),(D),(D),(D),2410,2181,3206,2123,(D),(D),(D),(D),(D),(D),(D)
 "20000","Kansas",4,SAINC7N,1100,"53","   Real estate and rental and leasing","Thousands of dollars",383038,375658,382874,405493,414425,426021,447840,471199,494437,499656,513284,492503,496720,526988,509964,526566,565498,626626,648519,658379,702131,737074
 "20000","Kansas",4,SAINC7N,1101,"531","    Real estate","Thousands of dollars",222416,234113,246591,254876,265241,276712,287505,308889,319245,322324,331725,330034,337712,351311,367415,374851,389138,432444,455725,476224,515128,548142
 "20000","Kansas",4,SAINC7N,1102,"532","    Rental and leasing services","Thousands of dollars",151480,131356,121128,135610,139666,140591,150559,152503,165739,167365,171905,152270,148222,164285,130965,141759,164775,178522,176019,168369,172695,174484
 "20000","Kansas",4,SAINC7N,1103,"533","    Lessors of nonfinancial intangible assets (except copyrighted works)","Thousands of dollars",(T),10189,15155,15007,9518,8718,9776,9807,9453,9967,9654,10199,10786,11392,11584,9956,11585,15660,16775,13786,14308,14448
